manufacture_year,mileage_km,engine_cc,fuel_type_enc,transmission_enc,usd_pkr,make_enc,model_enc
2017,105000,1300.0,0,1,105.49,15.361645422648705,15.14411735858117
2022,55000,1200.0,0,1,203.74,15.361645422648705,15.14411735858117
2020,77000,660.0,0,1,161.28,15.361645422648705,15.044728364011958
2017,105000,1300.0,0,1,105.49,15.582216036861638,15.358359962182487
2016,96000,1500.0,1,1,104.65,15.361645422648705,15.581728474180032
2020,65000,1300.0,0,1,161.28,15.582216036861638,15.358359962182487
2015,140000,796.0,0,0,104.24,14.689538551572547,14.157175401535097
2021,45000,660.0,0,1,162.29,15.361645422648705,14.922114529667482
2022,48000,2000.0,0,1,203.74,15.53212936554385,15.705720405742982
2017,108793,800.0,0,0,105.49,14.689538551572547,14.157175401535097
2022,68000,1300.0,0,1,203.74,15.582216036861638,15.30362924123614
2022,30700,1800.0,0,1,203.74,15.582216036861638,15.358359962182487
2016,77000,796.0,0,0,104.65,14.689538551572547,14.157175401535097
2021,79000,1000.0,0,1,162.29,15.582216036861638,15.59824380356483
2018,52283,2800.0,2,1,121.03,15.582216036861638,16.213552174451078
2015,53000,1800.0,0,1,104.24,15.361645422648705,15.516425399356564
2017,91000,660.0,0,1,105.49,15.361645422648705,15.044728364011958
2020,45000,2700.0,0,1,161.28,15.582216036861638,17.034541540555878
2019,59000,1500.0,1,1,149.69,15.582216036861638,15.334233160043022
2019,61000,996.0,0,1,149.69,15.582216036861638,15.105351411289421
2019,65000,1300.0,0,1,149.69,15.582216036861638,15.358359962182487
2018,83000,1300.0,0,1,121.03,15.361645422648705,15.14411735858117
2021,23182,1800.0,0,1,162.29,15.361645422648705,15.516425399356564
2021,48000,2700.0,0,1,162.29,15.582216036861638,16.39745756354409
2018,86011,1300.0,0,0,121.03,15.361645422648705,15.14411735858117
2017,24000,1400.0,0,1,105.49,16.13255808077877,15.842916993196292
2018,94000,1800.0,0,1,121.03,15.361645422648705,15.516425399356564
2018,125000,1200.0,1,1,121.03,14.689538551572547,14.89805942031078
2018,41500,2700.0,0,1,121.03,15.582216036861638,16.39745756354409
2019,36000,3300.0,0,1,149.69,15.53212936554385,15.812485736728194
2022,28500,660.0,1,1,203.74,14.938427526914584,15.139315794487327
2015,126000,1600.0,0,1,104.24,15.582216036861638,15.358359962182487
2021,85000,2800.0,2,1,162.29,15.582216036861638,16.213552174451078
2021,80600,2000.0,0,1,162.29,15.759401624594304,15.778089894916285
2021,21000,660.0,0,1,162.29,15.147879956442214,15.027736458277907
2021,18500,1598.0,0,1,162.29,15.582216036861638,15.358359962182487
2018,170000,1800.0,0,1,121.03,15.361645422648705,15.516425399356564
2018,82000,1300.0,0,1,121.03,15.361645422648705,15.14411735858117
