listing_id,make,model,manufacture_year,price_pkr,mileage_km,fuel_type,transmission,engine_cc,usd_pkr,price_per_cc,fuel_type_enc,transmission_enc,car_age,log_price
11444192,Toyota,Corolla,2020,4870000.0,91000,Petrol,Automatic,1600.0,161.28,3043.75,0,1,5,15.398604700397561
11369460,Honda,Civic,2021,6450000.0,70000,Petrol,Automatic,1800.0,162.29,3583.333333333333,0,1,4,15.679590843810702
11446583,Toyota,Corolla,2015,3475000.0,106000,Petrol,Automatic,1800.0,104.24,1930.555555555556,0,1,10,15.061105324750772
11446582,Honda,BR-V,2019,4300000.0,72200,Petrol,Automatic,1500.0,149.69,2866.6666666666665,0,1,6,15.274125813221904
11446581,Honda,City,2024,4900000.0,25230,Petrol,Automatic,1200.0,277.63,4083.3333333333335,0,1,1,15.404745967162468
11374020,Hyundai,Elantra,2021,5625000.0,72000,Petrol,Automatic,2000.0,162.29,2812.5,0,1,4,15.54273168383252
11445066,Suzuki,Wagon R,2022,3050000.0,58000,Petrol,Manual,1000.0,203.74,3050.0,0,0,3,14.930652476452392
11444094,Suzuki,Alto,2022,2700000.0,74500,Petrol,Automatic,660.0,203.74,4090.909090909091,0,1,3,14.80876270134486
11445065,Suzuki,Wagon R,2019,2490000.0,77000,Petrol,Manual,1000.0,149.69,2490.0,0,0,6,14.727793670047236
11445058,Suzuki,Alto,2017,2545000.0,51000,Petrol,Automatic,660.0,105.49,3856.060606060606,0,1,8,14.749641600893991
11401158,Toyota,Raize,2020,6300000.0,42194,Petrol,Automatic,1000.0,161.28,6300.0,0,1,5,15.656060350091908
11379291,Suzuki,Cultus,2016,1600000.0,34387,Petrol,Manual,1000.0,104.65,1600.0,0,0,9,14.285514812209815
11445041,Toyota,Corolla,2016,3580000.0,115000,Petrol,Manual,1300.0,104.65,2753.846153846154,0,0,9,15.090873637706453
11377354,Suzuki,Wagon R,2015,2750000.0,78000,Petrol,Automatic,660.0,104.24,4166.666666666667,0,1,10,14.827111833279051
11446565,Honda,City,2018,3700000.0,187000,Petrol,Automatic,1500.0,121.03,2466.6666666666665,0,1,7,15.123843647884687
11446556,KIA,Sportage,2021,6500000.0,47000,Petrol,Automatic,2000.0,162.29,3250.0,0,1,4,15.687312888712007
11446560,Suzuki,Alto,2019,2100000.0,84000,Petrol,Manual,660.0,149.69,3181.818181818182,0,0,6,14.557448378884015
11446563,Toyota,Hilux,2017,9500000.0,92500,Diesel,Automatic,3000.0,105.49,3166.6666666666665,2,1,8,16.066802461833923
11446562,Toyota,Corolla,2019,4400000.0,76000,Petrol,Manual,1300.0,149.69,3384.6153846153848,0,0,6,15.29711532616119
11445009,Changan,Oshan X7,2022,7300000.0,37000,Petrol,Automatic,1500.0,203.74,4866.666666666667,0,1,3,15.803385043104912
11445012,Toyota,Corolla,2025,7780000.0,6000,Petrol,Automatic,1800.0,280.67,4322.222222222223,0,1,0,15.86706702468927
11439054,Toyota,Hilux,2025,15400000.0,19656,Diesel,Automatic,2800.0,280.67,5500.0,2,1,0,16.54987813231892
11349904,Hyundai,Tucson,2024,7999000.0,21766,Petrol,Automatic,2000.0,277.63,3999.5,0,1,1,15.894827216846577
11337100,KIA,Sportage,2021,7200000.0,50502,Petrol,Automatic,2000.0,162.29,3600.0,0,1,4,15.789591722875162
11444991,KIA,Sportage,2021,6600000.0,128000,Petrol,Automatic,2000.0,162.29,3300.0,0,1,4,15.702580358511794
11401048,Hyundai,Tucson,2022,7250000.0,50353,Petrol,Automatic,2000.0,203.74,3625.0,0,1,3,15.796512164761882
11444984,Suzuki,Mehran,2017,1280000.0,75513,Petrol,Manual,796.0,105.49,1608.0402010050252,0,0,8,14.062371417145494
11444978,Honda,City,2024,5400000.0,18600,Petrol,Automatic,1200.0,277.63,4500.0,0,1,1,15.501909696719672
11434789,Honda,Civic,2021,6710000.0,43000,Petrol,Automatic,1800.0,162.29,3727.777777777778,0,1,4,15.71910965797915
11446555,Suzuki,Mehran,2019,1500000.0,43000,Petrol,Manual,796.0,149.69,1884.422110552764,0,0,6,14.220976332738882
11446554,Toyota,Prado,2016,20000000.0,60800,Petrol,Automatic,2700.0,104.65,7407.407407407408,0,1,9,16.811242881518265
11446551,Suzuki,Cultus,2015,2200000.0,94000,Petrol,Manual,1000.0,104.24,2200.0,0,0,10,14.603968372873895
11446550,MG,HS,2021,6400000.0,38000,Petrol,Automatic,1500.0,162.29,4266.666666666667,0,1,4,15.671808704579888
11446547,Honda,City,2020,4050000.0,53000,Petrol,Automatic,1300.0,161.28,3115.3846153846152,0,1,5,15.214227685996272
11446545,Suzuki,Bolan,2017,1430000.0,96680,Petrol,Manual,800.0,105.49,1787.5,0,0,8,14.173185701536545
11446526,Suzuki,Swift,2015,2580000.0,11700,Petrol,Automatic,1300.0,104.24,1984.6153846153843,0,1,10,14.763300344494624
11446537,Toyota,Corolla,2018,4400000.0,130000,Petrol,Automatic,1300.0,121.03,3384.6153846153848,0,1,7,15.29711532616119
11446535,Honda,N Wgn,2015,2700000.0,85000,Petrol,Automatic,660.0,104.24,4090.909090909091,0,1,10,14.80876270134486
11352465,Daihatsu,Mira,2022,3900000.0,20023,Petrol,Automatic,660.0,203.74,5909.090909090909,0,1,3,15.176487367510099
11431589,Toyota,Corolla,2018,5650000.0,78000,Petrol,Automatic,1800.0,121.03,3138.8888888888887,0,1,7,15.547166280113759
11415888,Changan,Oshan X7,2022,6350000.0,47000,Petrol,Automatic,1500.0,203.74,4233.333333333333,0,1,3,15.663965528349177
11423618,MG,HS,2021,5695000.0,123015,Petrol,Automatic,1490.0,162.29,3822.147651006712,0,1,4,15.555099330456029
11375514,Honda,Civic,2021,6200000.0,84585,Petrol,Automatic,1800.0,162.29,3444.4444444444443,0,1,4,15.64006001130563
11444965,Hyundai,Sonata,2021,8345000.0,66000,Petrol,Automatic,2500.0,162.29,3338.0,0,1,4,15.9371732349103
11337398,Hyundai,Tucson,2025,11400000.0,1837,Hybrid,Automatic,1600.0,280.67,7125.0,1,1,0,16.249124001084017
11444776,Toyota,Corolla,2018,5625000.0,93091,Petrol,Automatic,1800.0,121.03,3125.0,0,1,7,15.54273168383252
11390069,Honda,City,2022,4475000.0,70000,Petrol,Automatic,1200.0,203.74,3729.1666666666665,0,1,3,15.314017133154755
11446534,Daihatsu,Mira,2022,3510000.0,15890,Petrol,Automatic,660.0,203.74,5318.181818181818,0,1,3,15.071126880342293
11405207,Suzuki,Alto,2023,2800000.0,6000,Petrol,Automatic,660.0,278.85,4242.424242424242,0,1,2,14.845130332288226
11446533,Toyota,Yaris Sedan,2020,3950000.0,95000,Petrol,Manual,1300.0,161.28,3038.4615384615386,0,0,5,15.18922639004183
11446532,Hyundai,Tucson,2024,8600000.0,17361,Petrol,Automatic,2000.0,277.63,4300.0,0,1,1,15.967272877502799
11421432,KIA,Carnival,2018,6750000.0,75574,Petrol,Automatic,3500.0,121.03,1928.571428571429,0,1,7,15.72505321099685
11442535,Honda,City,2020,4355000.0,62000,Petrol,Automatic,1500.0,161.28,2903.333333333333,0,1,5,15.286835397889838
11446527,Suzuki,Ravi,2018,1220000.0,5000,Petrol,Manual,800.0,121.03,1525.0,0,0,7,14.014362236381235
11445809,Toyota,Hilux,2017,9500000.0,92500,Diesel,Automatic,3000.0,105.49,3166.6666666666665,2,1,8,16.066802461833923
11384755,Toyota,Vitz,2019,4575000.0,65000,Petrol,Automatic,1298.0,149.69,3524.653312788906,0,1,6,15.336117475270969
11444912,Honda,City,2019,3750000.0,92000,Petrol,Manual,1300.0,149.69,2884.6153846153848,0,0,6,15.137266664613225
11444936,Honda,Civic,2025,8650000.0,17000,Petrol,Automatic,1500.0,280.67,5766.666666666667,0,1,0,15.973069994514992
11444877,Toyota,Corolla,2021,9700000.0,72000,Hybrid,Automatic,1800.0,162.29,5388.888888888889,1,1,4,16.08763654656639
11431720,Honda,Civic,2022,7395000.0,43000,Petrol,Automatic,1500.0,203.74,4930.0,0,1,3,15.816314789353532
11430111,Chery,Tiggo 8 Pro,2023,7750000.0,48500,Petrol,Automatic,1600.0,278.85,4843.75,0,1,2,15.86320353036178
11446523,Toyota,Yaris Sedan,2025,4950000.0,18500,Petrol,Automatic,1300.0,280.67,3807.692307692308,0,1,0,15.414898336565054
11446514,Toyota,Corolla,2017,3650000.0,150000,Petrol,Manual,1300.0,105.49,2807.692307692308,0,0,8,15.11023799953124
11330805,Honda,City,2018,3990000.0,56500,Petrol,Automatic,1500.0,121.03,2660.0,0,1,7,15.199302039492581
11446465,Honda,N Wgn,2015,2680000.0,160000,Petrol,Automatic,660.0,104.24,4060.606060606061,0,1,10,14.801327725621299
11446508,Changan,Oshan X7,2022,7500000.0,36000,Petrol,Automatic,1500.0,203.74,5000.0,0,1,3,15.830413711839864
11295333,Changan,Oshan X7,2024,7640000.0,40330,Petrol,Automatic,1500.0,277.63,5093.333333333333,0,1,1,15.848908292032746
11425997,Suzuki,Cultus,2019,3075000.0,40000,Petrol,Manual,1000.0,149.69,3075.0,0,0,6,14.938815784425955
11444908,Suzuki,Cultus,2015,1600000.0,74000,Petrol,Manual,1000.0,104.24,1600.0,0,0,10,14.285514812209815
11400990,Toyota,Prado,2019,27500000.0,62307,Petrol,Automatic,2700.0,149.69,10185.185185185184,0,1,6,17.129696599000436
11397083,Honda,Civic,2017,4975000.0,96224,Petrol,Automatic,1800.0,105.49,2763.8888888888887,0,1,8,15.419936129579835
11400955,Honda,City,2018,3800000.0,78618,Petrol,Automatic,1300.0,121.03,2923.076923076923,0,1,7,15.150511887854474
11251239,Toyota,Passo,2015,3150000.0,41887,Petrol,Automatic,1000.0,104.24,3150.0,0,1,10,14.962913328262083
11250999,Toyota,Fortuner,2023,18200000.0,28058,Diesel,Automatic,2800.0,278.85,6500.0,2,1,2,16.716932206992077
11446498,Honda,Civic,2019,5700000.0,126000,Petrol,Automatic,1800.0,149.69,3166.6666666666665,0,1,6,15.555976908243359
11446487,Honda,Civic,2023,7850000.0,56000,Petrol,Automatic,1500.0,278.85,5233.333333333333,0,1,2,15.876024217147117
11446491,Honda,Civic,2017,4650000.0,194000,Petrol,Automatic,1800.0,105.49,2583.333333333333,0,1,8,15.35237799261728
11446488,Hyundai,Tucson,2021,6750000.0,85200,Petrol,Automatic,2000.0,162.29,3375.0,0,1,4,15.72505321099685
11445966,Honda,Civic,2016,5000000.0,160000,Petrol,Automatic,1800.0,104.65,2777.777777777778,0,1,9,15.424948670398354
11446429,Suzuki,Swift,2017,2580000.0,47500,Petrol,Manual,1300.0,105.49,1984.6153846153843,0,0,8,14.763300344494624
11445967,Toyota,Pixis Epoch,2019,3000000.0,65000,Petrol,Automatic,660.0,149.69,4545.454545454545,0,1,6,14.914123179965662
11250260,Suzuki,Wagon R,2019,3450000.0,107508,Hybrid,Automatic,660.0,149.69,5227.272727272727,1,1,6,15.053885078862573
11250073,Honda,Vezel,2017,5700000.0,206609,Hybrid,Automatic,1500.0,105.49,3800.0,1,1,8,15.555976908243359
11444868,Toyota,Yaris Sedan,2021,4195000.0,87000,Petrol,Automatic,1300.0,162.29,3226.923076923077,0,1,4,15.249404136262438
11282505,Haval,H6,2025,13000000.0,2540,Hybrid,Automatic,1500.0,280.67,8666.666666666666,1,1,0,16.380459992348886
11041188,Suzuki,Wagon R,2022,3139000.0,40000,Petrol,Automatic,1000.0,203.74,3139.0,0,1,3,14.959415154396833
11337214,Toyota,Land Cruiser,2015,24500000.0,66690,Petrol,Automatic,4600.0,104.24,5326.086956521739,0,1,10,17.01418371633128
11379173,Suzuki,Swift,2025,4950000.0,17557,Petrol,Automatic,1200.0,280.67,4125.0,0,1,0,15.414898336565054
11444858,KIA,Sportage,2025,8525000.0,35000,Petrol,Automatic,2000.0,280.67,4262.5,0,1,0,15.958513698435901
11446060,Honda,Civic,2016,4900000.0,82000,Petrol,Automatic,1800.0,104.65,2722.222222222222,0,1,9,15.404745967162468
11446092,KIA,Picanto,2022,2700000.0,58000,Petrol,Manual,1000.0,203.74,2700.0,0,0,3,14.80876270134486
11446330,Suzuki,Mehran,2017,1600000.0,65720,Petrol,Manual,796.0,105.49,2010.0502512562812,0,0,8,14.285514812209815
11446466,Jetour,X70 Plus,2025,8500000.0,16250,Petrol,Automatic,1498.0,280.67,5674.232309746329,0,1,0,15.955576839107596
11400932,Daihatsu,Mira,2021,3550000.0,36202,Petrol,Automatic,660.0,162.29,5378.787878787879,0,1,4,15.0824584431417
11243387,Toyota,Corolla,2016,4250000.0,142686,Petrol,Automatic,1300.0,104.65,3269.230769230769,0,1,9,15.26242977619469
11243857,Toyota,Raize,2020,5850000.0,62764,Petrol,Automatic,1000.0,161.28,5850.0,0,1,5,15.581952390148196
11240371,MG,HS,2021,6550000.0,42430,Petrol,Automatic,1500.0,162.29,4366.666666666667,0,1,4,15.694975760283178
11239847,Honda,Civic,2025,8800000.0,5279,Petrol,Automatic,1500.0,280.67,5866.666666666667,0,1,0,15.990262393084793
11444790,Hyundai,Tucson,2023,7990000.0,57365,Petrol,Automatic,2000.0,278.85,3995.0,0,1,2,15.893701442898895
11237397,Honda,BR-V,2021,5900000.0,1771,Petrol,Automatic,1500.0,162.29,3933.3333333333335,0,1,4,15.59046307836746
11236813,Honda,BR-V,2018,3600000.0,80549,Petrol,Automatic,1500.0,121.03,2400.0,0,1,7,15.096444681204078
11234385,Toyota,Yaris Hatchback,2021,4350000.0,27097,Petrol,Automatic,1000.0,162.29,4350.0,0,1,4,15.285686632949897
11446395,Suzuki,Ravi,2017,1320000.0,50000,Petrol,Manual,800.0,105.49,1650.0,0,0,8,14.093143052138025
11446460,Suzuki,Cultus,2021,3500000.0,65000,Petrol,Automatic,1000.0,162.29,3500.0,0,1,4,15.068273812173887
11446450,Toyota,Corolla,2018,5400000.0,24180,Petrol,Automatic,1300.0,121.03,4153.846153846154,0,1,7,15.501909696719672
11446458,Suzuki,Wagon R,2016,2250000.0,87000,Petrol,Manual,1000.0,104.65,2250.0,0,0,9,14.626441218624949
11446453,Honda,Civic,2019,6500000.0,110000,Petrol,Automatic,1500.0,149.69,4333.333333333333,0,1,6,15.687312888712007
11170295,Changan,Karvaan,2022,2250000.0,32000,Petrol,Manual,1000.0,203.74,2250.0,0,0,3,14.626441218624949
11446449,Honda,Civic,2016,4900000.0,95000,Petrol,Automatic,1800.0,104.65,2722.222222222222,0,1,9,15.404745967162468
11446448,MG,HS,2021,6200000.0,45000,Petrol,Automatic,1500.0,162.29,4133.333333333333,0,1,4,15.64006001130563
11444816,Honda,City,2019,4350000.0,59000,Petrol,Automatic,1500.0,149.69,2900.0,0,1,6,15.285686632949897
11357972,Toyota,Yaris Hatchback,2021,4650000.0,58038,Petrol,Automatic,996.0,162.29,4668.674698795181,0,1,4,15.35237799261728
11294591,Toyota,Yaris Hatchback,2021,4500000.0,69457,Petrol,Automatic,1000.0,162.29,4500.0,0,1,4,15.319588176962746
10504011,Honda,Vezel,2018,7695000.0,47000,Hybrid,Automatic,1500.0,121.03,5130.0,1,1,7,15.856081455209624
11413169,Honda,Civic,2015,2950000.0,174924,Petrol,Automatic,1800.0,104.24,1638.888888888889,0,1,10,14.897316067298997
11444814,Honda,Civic,2020,5750000.0,73000,Petrol,Automatic,1500.0,161.28,3833.3333333333335,0,1,5,15.564710586686562
11444794,Toyota,Corolla,2018,5520000.0,72650,Petrol,Automatic,1800.0,121.03,3066.6666666666665,0,1,7,15.523888599412683
11444811,Toyota,Fortuner,2017,10800000.0,23000,Petrol,Automatic,2700.0,105.49,4000.0,0,1,8,16.195056784687036
11436427,Toyota,Corolla,2022,5490000.0,94000,Petrol,Automatic,1600.0,203.74,3431.25,0,1,3,15.518438995635059
11446369,Suzuki,Swift,2022,4200000.0,125000,Petrol,Automatic,1200.0,203.74,3500.0,0,1,3,15.250595321348806
11446438,Honda,City,2015,3500000.0,131603,Petrol,Manual,1300.0,104.24,2692.3076923076924,0,0,10,15.068273812173887
11446434,Honda,City,2022,4790000.0,80000,Petrol,Automatic,1500.0,203.74,3193.333333333333,0,1,3,15.382041178155344
11444715,Suzuki,Alto,2023,3149000.0,9700,Petrol,Automatic,660.0,278.85,4771.212121212121,0,1,2,14.962595817644242
11318549,Nissan,Note,2022,6300000.0,12194,Hybrid,Automatic,1198.0,203.74,5258.764607679465,1,1,3,15.656060350091908
11301000,Suzuki,Alto,2024,2775000.0,24259,Petrol,Manual,660.0,277.63,4204.545454545455,0,0,1,14.836161665522967
11444808,Changan,Oshan X7,2022,7450000.0,40000,Petrol,Automatic,1500.0,203.74,4966.666666666667,0,1,3,15.82372472458392
11423430,Mitsubishi,Ek Wagon,2017,2600000.0,106540,Petrol,Automatic,660.0,105.49,3939.39393939394,0,1,8,14.77102238760702
11444792,Honda,Civic,2021,6500000.0,39000,Petrol,Automatic,1800.0,162.29,3611.1111111111113,0,1,4,15.687312888712007
11444779,MG,HS,2023,6550000.0,43000,Petrol,Automatic,1500.0,278.85,4366.666666666667,0,1,2,15.694975760283178
11444703,Honda,Vezel,2018,7500000.0,73000,Hybrid,Automatic,1500.0,121.03,5000.0,1,1,7,15.830413711839864
11444765,KIA,Carnival,2025,18250000.0,15000,Petrol,Automatic,3470.0,280.67,5259.365994236311,0,1,0,16.719675692787295
11423363,Nissan,Kicks,2020,6900000.0,24892,Hybrid,Automatic,1200.0,161.28,5750.0,1,1,5,15.747032114495013
11428228,Honda,Civic,2018,5570000.0,62000,Petrol,Automatic,1800.0,121.03,3094.4444444444443,0,1,7,15.532905791436665
11442782,Daihatsu,Taft,2021,3850000.0,39000,Petrol,Automatic,660.0,162.29,5833.333333333333,0,1,4,15.163583966004193
11446428,KIA,Sportage,2020,6700000.0,46000,Petrol,Automatic,2000.0,161.28,3350.0,0,1,5,15.717618233614914
11357984,Honda,Civic,2024,9200000.0,27361,Petrol,Automatic,1500.0,277.63,6133.333333333333,0,1,1,16.034714150714915
11444743,Daihatsu,Move,2023,3825000.0,27722,Petrol,Automatic,660.0,278.85,5795.454545454545,0,1,2,15.157069286680647
11406411,Honda,Civic,2021,6200000.0,43000,Petrol,Automatic,1800.0,162.29,3444.4444444444443,0,1,4,15.64006001130563
11419030,Changan,Oshan X7,2024,7900000.0,56000,Petrol,Automatic,1500.0,277.63,5266.666666666667,0,1,1,15.882373444019521
11363544,Honda,City,2025,5800000.0,33500,Petrol,Automatic,1500.0,280.67,3866.6666666666665,0,1,0,15.573368647930426
11075460,Suzuki,Every Wagon,2020,3850000.0,116000,Petrol,Automatic,660.0,161.28,5833.333333333333,0,1,5,15.163583966004193
11420798,Toyota,Raize,2020,6250000.0,55000,Petrol,Automatic,1000.0,161.28,6250.0,0,1,5,15.648092181712572
11280544,Toyota,Yaris Sedan,2020,4600000.0,29374,Petrol,Automatic,1500.0,161.28,3066.6666666666665,0,1,5,15.341567078850604
11444717,KIA,Sorento,2024,8200000.0,35191,Petrol,Automatic,2400.0,277.63,3416.6666666666665,0,1,1,15.919644834185693
11446427,Toyota,Yaris Hatchback,2022,4750000.0,58723,Petrol,Automatic,1000.0,203.74,4750.0,0,1,3,15.373655386537118
11446421,Honda,City,2018,3400000.0,108000,Petrol,Automatic,1300.0,121.03,2615.3846153846152,0,1,7,15.039286283703994
11366527,Daihatsu,Mira,2022,3950000.0,50627,Petrol,Automatic,660.0,203.74,5984.848484848485,0,1,3,15.18922639004183
11404008,Toyota,Corolla,2015,4690000.0,98000,Petrol,Automatic,1800.0,104.24,2605.555555555556,0,1,10,15.360943353642055
11446412,Toyota,Corolla,2017,4020000.0,120000,Petrol,Manual,1300.0,105.49,3092.3076923076924,0,0,8,15.206792709351392
11446406,Suzuki,Wagon R,2023,2950000.0,45000,Petrol,Manual,1000.0,278.85,2950.0,0,0,2,14.897316067298997
11314236,Hyundai,Tucson,2023,7800000.0,49000,Petrol,Automatic,2000.0,278.85,3900.0,0,1,2,15.86963441986494
10920709,Honda,BR-V,2021,5350000.0,51000,Petrol,Automatic,1500.0,162.29,3566.6666666666665,0,1,4,15.49260730578806
11444293,Honda,City,2024,4765000.0,44000,Petrol,Automatic,1200.0,277.63,3970.8333333333335,0,1,1,15.376808304934006
11282296,Hyundai,Tucson,2023,8600000.0,6946,Petrol,Automatic,2000.0,278.85,4300.0,0,1,2,15.967272877502799
11318427,Suzuki,Alto,2024,3200000.0,14482,Petrol,Automatic,660.0,277.63,4848.484848484848,0,1,1,14.978661680269907
11378175,Suzuki,Mehran,2017,1450000.0,80223,Petrol,Manual,796.0,105.49,1821.608040201005,0,0,8,14.187074804051692
11365446,Honda,BR-V,2018,4400000.0,99766,Petrol,Manual,1500.0,121.03,2933.333333333333,0,0,7,15.29711532616119
11446404,Toyota,Yaris Hatchback,2023,4750000.0,67000,Petrol,Automatic,1000.0,278.85,4750.0,0,1,2,15.373655386537118
11404230,Honda,City,2022,4990000.0,42426,Petrol,Automatic,1500.0,203.74,3326.6666666666665,0,1,3,15.422946668128484
11446400,Honda,City,2021,4800000.0,43000,Petrol,Automatic,1500.0,162.29,3200.0,0,1,4,15.38412668421143
11445458,Honda,Civic,2020,6650000.0,68000,Petrol,Automatic,1800.0,161.28,3694.444444444444,0,1,5,15.710127563007966
11446398,Suzuki,Alto,2024,2860000.0,123453,Petrol,Automatic,660.0,277.63,4333.333333333333,0,1,1,14.866332532446323
11446394,Toyota,Corolla,2016,4800000.0,122522,Petrol,Automatic,1800.0,104.65,2666.6666666666665,0,1,9,15.38412668421143
11446362,Suzuki,Cultus,2022,3325000.0,58000,Petrol,Manual,1000.0,203.74,3325.0,0,0,3,15.016980532823926
11446382,Hyundai,Tucson,2021,6700000.0,86000,Petrol,Automatic,2000.0,162.29,3350.0,0,1,4,15.717618233614914
11444841,Toyota,Corolla,2017,4985000.0,95000,Petrol,Automatic,1800.0,105.49,2769.4444444444443,0,1,8,15.42194416197986
11433100,Toyota,Corolla,2019,4780000.0,130000,Petrol,Automatic,1600.0,149.69,2987.5,0,1,6,15.379951313672638
11378898,KIA,Sportage,2022,7050000.0,28000,Petrol,Automatic,2000.0,203.74,3525.0,0,1,3,15.768538316632412
11444575,KIA,Sportage,2024,8400000.0,9000,Petrol,Automatic,2000.0,277.63,4200.0,0,1,1,15.943742382861155
11400602,Proton,X70,2021,5800000.0,66005,Petrol,Automatic,1500.0,162.29,3866.6666666666665,0,1,4,15.573368647930426
11444640,Toyota,Hilux,2025,16350000.0,42000,Diesel,Automatic,2800.0,280.67,5839.285714285715,2,1,0,16.609738516469616
11332033,Suzuki,Alto,2025,2895000.0,20500,Petrol,Manual,660.0,280.67,4386.363636363636,0,0,0,14.878496014412317
11444619,Toyota,Corolla,2019,4700000.0,60370,Petrol,Automatic,1600.0,149.69,2937.5,0,1,6,15.363073279446223
11446364,Suzuki,Wagon R,2021,3470000.0,108000,Petrol,Automatic,660.0,162.29,5257.575757575758,0,1,4,15.05966544010744
11262536,Toyota,Corolla,2017,4300000.0,121000,Petrol,Automatic,1600.0,105.49,2687.5,0,1,8,15.274125813221904
11417425,Suzuki,Cultus,2018,2200000.0,153954,Petrol,Manual,1000.0,121.03,2200.0,0,0,7,14.603968372873895
11446366,Daihatsu,Mira,2017,2800000.0,85000,Petrol,Automatic,660.0,105.49,4242.424242424242,0,1,8,14.845130332288226
11444636,KIA,Picanto,2020,2800000.0,55300,Petrol,Automatic,1000.0,161.28,2800.0,0,1,5,14.845130332288226
11444620,Suzuki,Wagon R,2022,2850000.0,60000,Petrol,Manual,1000.0,203.74,2850.0,0,0,3,14.862829903121964
11423234,Changan,Oshan X7,2023,7300000.0,38463,Petrol,Automatic,1500.0,278.85,4866.666666666667,0,1,2,15.803385043104912
11439200,MG,HS,2025,7600000.0,17699,Petrol,Automatic,1500.0,280.67,5066.666666666667,0,1,0,15.843658936835498
11444591,KIA,Picanto,2022,2950000.0,60000,Petrol,Automatic,1000.0,203.74,2950.0,0,1,3,14.897316067298997
11423146,Suzuki,Wagon R,2018,2200000.0,88208,Petrol,Manual,1000.0,121.03,2200.0,0,0,7,14.603968372873895
11444583,Haval,H6,2024,10900000.0,14000,Hybrid,Automatic,1500.0,277.63,7266.666666666667,1,1,1,16.204273438942487
11371908,Suzuki,Alto,2022,3750000.0,155000,Petrol,Automatic,660.0,203.74,5681.818181818182,0,1,3,15.137266664613225
11441289,Honda,BR-V,2018,4300000.0,165000,Petrol,Automatic,1500.0,121.03,2866.6666666666665,0,1,7,15.274125813221904
11400851,Honda,City,2018,3725000.0,99785,Petrol,Manual,1500.0,121.03,2483.333333333333,0,0,7,15.130577678252136
11446356,Suzuki,Ravi,2016,1290000.0,100000,Petrol,Manual,800.0,104.65,1612.5,0,0,9,14.070153551531353
11446336,Suzuki,Swift,2019,2675000.0,100000,Petrol,Automatic,1300.0,149.69,2057.692307692308,0,1,6,14.79946031214395
11446342,Suzuki,Cultus,2017,1850000.0,97000,Petrol,Manual,1000.0,105.49,1850.0,0,0,8,14.430696737594902
11446344,Suzuki,Alto,2020,2270000.0,66000,Petrol,Manual,660.0,161.28,3439.3939393939395,0,0,5,14.635290829986122
11446341,Suzuki,Wagon R,2018,2100000.0,95000,Petrol,Manual,1000.0,121.03,2100.0,0,0,7,14.557448378884015
11378891,Honda,Civic,2019,5975000.0,120287,Petrol,Automatic,1800.0,149.69,3319.4444444444443,0,1,6,15.60309482314585
11309219,Honda,City,2018,3770000.0,132768,Petrol,Manual,1300.0,121.03,2900.0,0,0,7,15.142585824676148
11315029,KIA,Stonic,2021,4750000.0,59362,Petrol,Automatic,1400.0,162.29,3392.8571428571427,0,1,4,15.373655386537118
11444589,Toyota,Raize,2020,5728000.0,43300,Petrol,Automatic,1000.0,161.28,5728.0,0,1,5,15.560877162203608
11444529,Suzuki,Swift,2023,3990000.0,49700,Petrol,Manual,1200.0,278.85,3325.0,0,0,2,15.199302039492581
11337006,Toyota,Fortuner,2020,14700000.0,78701,Diesel,Automatic,2800.0,161.28,5250.0,2,1,5,16.503358119776173
11357863,Suzuki,Alto,2024,3150000.0,45114,Petrol,Automatic,660.0,277.63,4772.727272727273,0,1,1,14.962913328262083
11327504,Changan,Alsvin,2022,3245000.0,87173,Petrol,Automatic,1500.0,203.74,2163.333333333333,0,1,3,14.99262621628669
11445961,Honda,Civic,2022,7500000.0,29000,Petrol,Automatic,1500.0,203.74,5000.0,0,1,3,15.830413711839864
11446337,Honda,Civic,2017,5150000.0,100000,Petrol,Automatic,1800.0,105.49,2861.1111111111118,0,1,8,15.454507466814658
11446328,Suzuki,Cultus,2017,2800000.0,50000,Petrol,Manual,1000.0,105.49,2800.0,0,0,8,14.845130332288226
11446326,Suzuki,Cultus,2021,2900000.0,133000,Petrol,Manual,1000.0,162.29,2900.0,0,0,4,14.88022163978423
11446320,Suzuki,Bolan,2024,2400000.0,37000,Petrol,Manual,800.0,277.63,3000.0,0,0,1,14.690979711984754
11446318,Suzuki,Wagon R,2018,2230000.0,99995,Petrol,Manual,1000.0,121.03,2230.0,0,0,7,14.617512591866694
11386911,Mitsubishi,Ek Wagon,2024,4000000.0,22000,Petrol,Automatic,660.0,277.63,6060.606060606061,0,1,1,15.201805169084134
11444555,Toyota,Corolla Cross,2025,7650000.0,3800,Petrol,Automatic,1800.0,280.67,4250.0,0,1,0,15.850216336521664
11444563,Suzuki,Jimny,2020,5250000.0,28000,Petrol,Automatic,660.0,161.28,7954.545454545455,0,1,5,15.473738825043979
11423162,KIA,Sorento,2021,6600000.0,62765,Petrol,Automatic,2400.0,162.29,2750.0,0,1,4,15.702580358511794
11378850,Changan,Oshan X7,2023,7000000.0,79650,Petrol,Automatic,1500.0,278.85,4666.666666666667,0,1,2,15.76142084987672
11443007,Toyota,Corolla,2020,6050000.0,97500,Petrol,Automatic,1800.0,161.28,3361.1111111111118,0,1,5,15.615568995296266
